,word,pos,iob
13517,Ramla,NNP,I-LOC
13518,",",",",O
13519,Israel,NNP,I-LOC
13520,.,.,O
13521, ,VB,O
13522,The,DT,O
13523,cave,NN,O
13524,",",",",O
13525,300,CD,O
13526,feet,NNS,O
13527,deep,JJ,O
13528,",",",",O
13529,with,IN,O
13530,its,PRP$,O
13531,branch,NN,O
13532,extends,VBZ,O
13533,almost,RB,O
13534,2.5,CD,O
13535,kilometres,NNS,O
13536,making,VBG,O
13537,it,PRP,O
13538,the,DT,O
13539,second,JJ,O
13540,largest,JJS,O
13541,limestone,NN,O
13542,cave,NN,O
13543,in,IN,O
13544,Israel,NNP,I-LOC
13545,.,.,O
13546, ,NN,O
13547,Researchers,NNP,O
13548,announced,VBD,O
13549,that,IN,O
13550,they,PRP,O
13551,have,VBP,O
13552,so,RB,O
13553,far,RB,O
13554,discovered,JJ,O
13555,eight,CD,O
13556,new,JJ,O
13557,species,NNS,O
13558,",",",",O
13559,all,DT,O
13560,without,IN,O
13561,eyes,NNS,O
13562,",",",",O
13563,including,VBG,O
13564,four,CD,O
13565,crustacean,JJ,O
13566,species,NNS,O
13567,and,CC,O
13568,four,CD,O
13569,terrestrial,JJ,O
13570,species,NNS,O
13571,",",",",O
13572,previously,RB,O
13573,unknown,JJ,O
13574,to,TO,O
13575,science,VB,O
13576,.,.,O
13577, ,NN,O
13578,They,PRP,O
13579,added,VBD,O
13580,that,IN,O
13581,the,DT,O
13582,crustaceans,NNS,O
13583,included,VBD,O
13584,two,CD,O
13585,saltwater,NN,O
13586,species,NNS,O
13587,and,CC,O
13588,two,CD,O
13589,freshwater,NN,O
13590,species,NNS,O
13591,",",",",O
13592,indicating,VBG,O
13593,that,IN,O
13594,this,DT,O
13595,diversity,NN,O
13596,might,MD,O
13597,help,VB,O
13598,better,JJR,O
13599,understand,VB,O
13600,the,DT,O
13601,water,NN,O
13602,history,NN,O
13603,of,IN,O
13604,the,DT,O
13605,region,NN,O
13606,.,.,O
13607, ,VB,O
13608,The,DT,O
13609,cave,NN,O
13610,was,VBD,O
13611,first,RB,O
13612,discovered,VBN,O
13613,when,WRB,O
13614,a,DT,O
13615,small,JJ,O
13616,opening,NN,O
13617,was,VBD,O
13618,discerned,VBN,O
13619,in,IN,O
13620,a,DT,O
13621,quarry,NN,O
13622,near,IN,O
13623,Ramla,NNP,I-LOC
13624,.,.,O
13625, ,VB,O
13626,According,VBG,O
13627,to,TO,O
13628,Professor,NNP,O
13629,Amos,NNP,I-PER
13630,Frumkin,NNP,I-PER
13631,of,IN,O
13632,the,DT,O
13633,Hebrew,NNP,I-ORG
13634,University,NNP,I-ORG
13635,",",",",O
13636,the,DT,O
13637,cave,NN,O
13638,is,VBZ,O
13639,unique,JJ,O
13640,in,IN,O
13641,that,DT,O
13642,a,DT,O
13643,thick,JJ,O
13644,layer,NN,O
13645,of,IN,O
13646,chalk,NN,O
13647,left,VBD,O
13648,it,PRP,O
13649,impermeable,JJ,O
13650,to,TO,O
13651,water,NN,O
13652,.,.,O
13653, ,VB,O
13654,The,DT,O
13655,cave,NN,O
13656,will,MD,O
13657,remain,VB,O
13658,closed,JJ,O
13659,to,TO,O
13660,the,DT,O
13661,public,NN,O
13662,to,TO,O
13663,allow,VB,O
13664,scientific,JJ,O
13665,investigation,NN,O
13666,to,TO,O
13667,continue,VB,O
13668,undisturbed,JJ,O
13669,.,.,O
13670, ,CC,O
13671,As,IN,O
13672,the,DT,O
13673,cave,NN,O
13674,was,VBD,O
13675,completely,RB,O
13676,cut,VBN,O
13677,off,RP,O
13678,from,IN,O
13679,the,DT,O
13680,outside,JJ,O
13681,environment,NN,O
13682,",",",",O
13683,it,PRP,O
13684,sustained,VBD,O
13685,an,DT,O
13686,independent,JJ,O
13687,ecosystem,NN,O
13688,;,:,O
13689,this,DT,O
13690,ecosystem,NN,O
13691,did,VBD,O
13692,not,RB,O
13693,rely,VB,O
13694,on,IN,O
13695,sunlight,NN,O
13696,and,CC,O
13697,photosynthesis,NN,O
13698,",",",",O
13699,or,CC,O
13700,on,IN,O
13701,organic,JJ,O
13702,compounds,NNS,O
13703,",",",",O
13704,for,IN,O
13705,an,DT,O
13706,energy,NN,O
13707,source,NN,O
13708,.,.,O
13709, ,NN,O
13710,Rather,NNP,O
13711,",",",",O
13712,energy,NN,O
13713,was,VBD,O
13714,extracted,VBN,O
13715,by,IN,O
13716,Chemoautotrophic,NNP,O
13717,bacteria,NNS,O
13718,",",",",O
13719,living,VBG,O
13720,in,IN,O
13721,a,DT,O
13722,film,NN,O
13723,on,IN,O
13724,top,NN,O
13725,of,IN,O
13726,the,DT,O
13727,pool,NN,O
13728,water,NN,O
13729,.,.,O
13730, ,IN,O
13731,These,DT,O
13732,bacteria,NNS,O
13733,produce,VBP,O
13734,energy,NN,O
13735,by,IN,O
13736,oxidizing,VBG,O
13737,the,DT,O
13738,sulfide,JJ,O
13739,compounds,NNS,O
13740,in,IN,O
13741,the,DT,O
13742,water,NN,O
13743,",",",",O
13744,and,CC,O
13745,derive,JJ,O
13746,organic,JJ,O
13747,compounds,NNS,O
13748,using,VBG,O
13749,carbon,NN,O
13750,dioxide,NN,O
13751,from,IN,O
13752,the,DT,O
13753,air,NN,O
13754,.,.,O
13755, ,VB,O
13756,These,DT,O
13757,compounds,NNS,O
13758,form,VBP,O
13759,the,DT,O
13760,basis,NN,O
13761,of,IN,O
13762,the,DT,O
13763,cave,NN,O
13764,'s,POS,O
13765,ecosystem,NN,O
13766,.,.,O
13767, ,CC,O
13768,-DOCSTART-,JJ,O
13769, ,NNP,O
13770,Baatsagaan,NNP,I-LOC
13771,is,VBZ,O
13772,a,DT,O
13773,sum,NN,O
13774,(,(,O
13775,district,NN,O
13776,),),O
13777,of,IN,O
13778,Bayankhongor,NNP,I-LOC
13779,Province,NNP,I-LOC
13780,in,IN,O
13781,southern,JJ,O
13782,Mongolia,NNP,I-LOC
13783,.,.,O
13784, ,VB,O
13785,-DOCSTART-,JJ,O
13786, ,PDT,O
13787,The,DT,O
13788,Badminton,NNP,I-ORG
13789,Hall,NNP,I-ORG
13790,of,IN,I-ORG
13791,Fame,NNP,I-ORG
13792,honors,NNS,O
13793,players,NNS,O
13794,who,WP,O
13795,have,VBP,O
13796,shown,VBN,O
13797,exceptional,JJ,O
13798,skill,NN,O
13799,at,IN,O
13800,badminton,NN,O
13801,",",",",O
13802,all-time,JJ,O
13803,great,JJ,O
13804,coaches,NNS,O
13805,and,CC,O
13806,referees,NNS,O
13807,",",",",O
13808,and,CC,O
13809,other,JJ,O
13810,major,JJ,O
13811,contributors,NNS,O
13812,to,TO,O
13813,the,DT,O
13814,game,NN,O
13815,.,.,O
13816, ,CC,O
13817,There,EX,O
13818,is,VBZ,O
13819,also,RB,O
13820,a,DT,O
13821,USA,NNP,I-ORG
13822,Badminton,NNP,I-ORG
13823,Hall,NNP,I-ORG
13824,of,IN,I-ORG
13825,Fame,NNP,I-ORG
13826,and,CC,O
13827,a,DT,O
13828,Badminton,NNP,I-ORG
13829,Canada,NNP,I-ORG
13830,'s,POS,I-ORG
13831,Hall,NNP,I-ORG
13832,of,IN,I-ORG
13833,Fame,NNP,I-ORG
13834,.,.,O
13835, ,VB,O
13836,The,DT,O
13837,Inaugural,JJ,O
13838,Members,NNS,O
13839,were,VBD,O
13840,Colonel,NNP,O
13841,S,NNP,I-PER
13842,S,NNP,I-PER
13843,C,NNP,I-PER
13844,Dolby,NNP,I-PER
13845,Apd,NNP,I-PER
13846,",",",",O
13847,Sir,NNP,O
13848,George,NNP,I-PER
13849,Alan,NNP,I-PER
13850,Thomas,NNP,I-PER
13851,",",",",O
13852,Betty,NNP,I-PER
13853,Uber,NNP,I-PER
13854,and,CC,O
13855,Herbert,NNP,I-PER
13856,A,NNP,I-PER
13857,E,NNP,I-PER
13858,Scheele,NNP,I-PER
13859,Obe,NNP,I-PER
13860,.,.,O
13861, ,VB,O
13862,-DOCSTART-,JJ,O
13863, ,PDT,O
13864,The,DT,O
13865,Badminton,NNP,I-ORG
13866,World,NNP,I-ORG
13867,Federation,NNP,I-ORG
13868,(,(,O
13869,BWF,NNP,I-ORG
13870,),),O
13871,is,VBZ,O
13872,the,DT,O
13873,international,JJ,O
13874,governing,NN,O
13875,body,NN,O
13876,for,IN,O
13877,the,DT,O
13878,sport,NN,O
13879,of,IN,O
13880,badminton,NN,O
13881,.,.,O
13882, ,NN,O
13883,Founded,VBD,O
13884,in,IN,O
13885,1934,CD,O
13886,as,IN,O
13887,the,DT,O
13888,International,NNP,I-ORG
13889,Badminton,NNP,I-ORG
13890,Federation,NNP,I-ORG
13891,with,IN,O
13892,nine,CD,O
13893,member,NN,O
13894,nations,NNS,O
13895,(,(,O
13896,Canada,NNP,I-LOC
13897,",",",",O
13898,Denmark,NNP,I-LOC
13899,",",",",O
13900,England,NNP,I-LOC
13901,",",",",O
13902,France,NNP,I-LOC
13903,",",",",O
13904,Ireland,NNP,I-LOC
13905,",",",",O
13906,Netherlands,NNP,I-LOC
13907,",",",",O
13908,New,NNP,I-LOC
13909,Zealand,NNP,I-LOC
13910,",",",",O
13911,Scotland,NNP,I-LOC
13912,and,CC,O
13913,Wales,NNP,I-LOC
13914,),),O
13915,",",",",O
13916,the,DT,O
13917,BWF,NNP,I-ORG
13918,has,VBZ,O
13919,since,IN,O
13920,expanded,VBN,O
13921,to,TO,O
13922,achieve,VB,O
13923,international,JJ,O
13924,recognition,NN,O
13925,.,.,O
13926, ,NN,O
13927,On,IN,O
13928,September,NNP,O
13929,24,CD,O
13930,",",",",O
13931,2006,CD,O
13932,",",",",O
13933,at,IN,O
13934,the,DT,O
13935,Extraordinary,NNP,O
13936,General,NNP,O
13937,Meeting,NNP,O
13938,in,IN,O
13939,Madrid,NNP,I-LOC
13940,",",",",O
13941,it,PRP,O
13942,was,VBD,O
13943,decided,VBN,O
13944,to,TO,O
13945,adopt,VB,O
13946,the,DT,O
13947,new,JJ,O
13948,name,NN,O
13949,Badminton,NNP,I-ORG
13950,World,NNP,I-ORG
13951,Federation,NNP,I-ORG
13952,(,(,O
13953,BWF,NNP,I-ORG
13954,),),O
13955,.,.,O
13956, ,CC,O
13957,Its,PRP$,O
13958,head,NN,O
13959,office,NN,O
13960,has,VBZ,O
13961,been,VBN,O
13962,located,VBN,O
13963,in,IN,O
13964,Cheltenham,NNP,I-LOC
13965,",",",",O
13966,UK,NNP,I-LOC
13967,since,IN,O
13968,its,PRP$,O
13969,founding,NN,O
13970,",",",",O
13971,but,CC,O
13972,on,IN,O
13973,October,NNP,O
13974,1,CD,O
13975,",",",",O
13976,2005,CD,O
13977,",",",",O
13978,it,PRP,O
13979,is,VBZ,O
13980,now,RB,O
13981,located,VBN,O
13982,in,IN,O
13983,Kuala,NNP,I-LOC
13984,Lumpur,NNP,I-LOC
13985,.,.,O
13986, ,VB,O
13987,Its,PRP$,O
13988,current,JJ,O
13989,president,NN,O
13990,is,VBZ,O
13991,Kang,NNP,I-PER
13992,Young,NNP,I-PER
13993,Joong,NNP,I-PER
13994,.,.,O
13995, ,VB,O
13996,The,DT,O
13997,BWF,NNP,I-ORG
13998,bestows,VBZ,O
13999,special,JJ,O
14000,honours,NNS,O
14001,onto,IN,O
14002,players,NNS,O
14003,",",",",O
14004,umpires,NNS,O
14005,",",",",O
14006,sponsors,NNS,O
14007,and,CC,O
14008,other,JJ,O
14009,individuals,NNS,O
14010,for,IN,O
14011,their,PRP$,O
14012,achievement,NN,O
14013,in,IN,O
14014,badminton,NN,O
14015,or,CC,O
14016,for,IN,O
14017,their,PRP$,O
14018,contributions,NNS,O
14019,to,TO,O
14020,badminton,VB,O
14021,.,.,O
14022, ,VB,O
14023,-DOCSTART-,JJ,O
14024, ,JJ,O
14025,Bahus-Soubiran,NNP,I-LOC
14026,is,VBZ,O
14027,a,DT,O
14028,village,NN,O
14029,and,CC,O
14030,commune,NN,O
14031,in,IN,O
14032,the,DT,O
14033,Landes,NNP,I-LOC
14034,département,NN,O
14035,of,IN,O
14036,south-westrn,JJ,O
14037,France,NNP,I-LOC
14038,.,.,O
14039, ,JJ,O
14040,-DOCSTART-,JJ,O
14041, ,NN,O
14042,Bandarlapalle,NNP,I-LOC
14043,is,VBZ,O
14044,a,DT,O
14045,small,JJ,O
14046,village,NN,O
14047,in,IN,O
14048,the,DT,O
14049,Palmaner,NNP,I-LOC
14050,Taluk,NNP,I-LOC
14051,of,IN,O
14052,Chittoor,NNP,I-LOC
14053,District,NNP,I-LOC
14054,of,IN,O
14055,Andhra,NNP,I-LOC
14056,Pradesh,NNP,I-LOC
14057,in,IN,O
14058,India,NNP,I-LOC
14059,.,.,O
14060, ,VB,O
14061,The,DT,O
14062,village,NN,O
14063,is,VBZ,O
14064,situated,VBN,O
14065,in,IN,O
14066,the,DT,O
14067,South,NNP,O
14068,East,NNP,O
14069,of,IN,O
14070,Deccan,NNP,I-LOC
14071,Plateau,NNP,I-LOC
14072,.,.,O
14073, ,NN,O
14074,There,EX,O
14075,are,VBP,O
14076,some,DT,O
14077,places,NNS,O
14078,of,IN,O
14079,historic,JJ,O
14080,significance,NN,O
14081,around,IN,O
14082,Bandarlapalle,NNP,I-LOC
14083,like,IN,O
14084,Sitamma,NNP,I-ORG
14085,Konda,NNP,I-ORG
14086,and,CC,O
14087,Ramakuppam,NNP,I-ORG
14088,.,.,O
14089, ,VB,O
14090,About,IN,O
14091,ten,JJ,O
14092,miles,NNS,O
14093,from,IN,O
14094,Bandarlapalle,NNP,I-LOC
14095,the,DT,O
14096,Deccan,NNP,I-LOC
14097,Plateau,NNP,I-LOC
14098,ends,VBZ,O
14099,in,IN,O
14100,a,DT,O
14101,dense,NN,O
14102,forest,NN,O
14103,range,NN,O
14104,",",",",O
14105,sloping,VBG,O
14106,down,RP,O
14107,into,IN,O
14108,the,DT,O
14109,plains,NNS,O
14110,of,IN,O
14111,Tamilnadu,NNP,I-LOC
14112,.,.,O
14113, ,VB,O
14114,The,DT,O
14115,villagers,NNS,O
14116,are,VBP,O
14117,mainly,RB,O
14118,a,DT,O
14119,farming,NN,O
14120,community,NN,O
14121,.,.,O
14122, ,JJ,O
14123,Agriculture,NNP,O
14124,mainly,RB,O
14125,depends,VBZ,O
14126,on,IN,O
14127,the,DT,O
14128,seasonal,JJ,O
14129,monsoon,NN,O
14130,rains,NNS,O
14131,",",",",O
14132,excessive,JJ,O
14133,rain,NN,O
14134,water,NN,O
14135,is,VBZ,O
14136,stored,VBN,O
14137,in,IN,O
14138,the,DT,O
14139,two,CD,O
14140,man,NN,O
14141,made,VBD,O
14142,lakes,NNS,O
14143,",",",",O
14144,which,WDT,O
14145,is,VBZ,O
14146,a,DT,O
14147,feature,NN,O
14148,of,IN,O
14149,every,DT,O
14150,village,NN,O
14151,in,IN,O
14152,the,DT,O
14153,Deccan,NNP,I-LOC
14154,Plateau,NNP,I-LOC
14155,of,IN,O
14156,south,JJ,O
14157,India,NNP,I-LOC
14158,.,.,O
14159, ,VB,O
14160,The,DT,O
14161,main,JJ,O
14162,crops,NNS,O
14163,are,VBP,O
14164,Ragi,NNP,O
14165,",",",",O
14166,Rice,NNP,O
14167,",",",",O
14168,Groundnuts,NNP,O
14169,",",",",O
14170,Wheat,NNP,O
14171,and,CC,O
14172,Pulses,NNP,O
14173,.,.,O
14174, ,NN,O
14175,People,NNP,O
14176,also,RB,O
14177,get,VBP,O
14178,themselves,PRP,O
14179,involved,VBN,O
14180,in,IN,O
14181,farming,VBG,O
14182,sheep,NN,O
14183,and,CC,O
14184,goat,NN,O
14185,",",",",O
14186,which,WDT,O
14187,is,VBZ,O
14188,the,DT,O
14189,main,JJ,O
14190,profession,NN,O
14191,of,IN,O
14192,most,JJS,O
14193,Kuruba,NNP,I-MISC
14194,Gowdas,NNP,I-MISC
14195,who,WP,O
14196,are,VBP,O
14197,a,DT,O
14198,majority,NN,O
14199,people,NNS,O
14200,in,IN,O
14201,the,DT,O
14202,village,NN,O
14203,.,.,O
14204, ,JJ,O
14205,Bandarlapalle,NNP,I-LOC
14206,was,VBD,O
14207,very,RB,O
14208,backward,RB,O
14209,and,CC,O
14210,under,IN,O
14211,developed,VBN,O
14212,until,IN,O
14213,recently,RB,O
14214,.,.,O
14215, ,NN,O
14216,However,RB,O
14217,",",",",O
14218,since,IN,O
14219,the,DT,O
14220,last,JJ,O
14221,decade,NN,O
14222,there,RB,O
14223,has,VBZ,O
14224,lot,NN,O
14225,of,IN,O
14226,developmental,JJ,O
14227,work,NN,O
14228,taken,VBN,O
14229,place,NN,O
14230,",",",",O
14231,with,IN,O
14232,good,JJ,O
14233,roads,NNS,O
14234,",",",",O
14235,drinking,VBG,O
14236,water,NN,O
14237,and,CC,O
14238,schools,NNS,O
14239,being,VBG,O
14240,built,VBN,O
14241,.,.,O
14242, ,VB,O
14243,The,DT,O
14244,major,JJ,O
14245,festival,NN,O
14246,of,IN,O
14247,the,DT,O
14248,village,NN,O
14249,is,VBZ,O
14250,Sankranthi,NNP,I-MISC
14251,",",",",O
14252,the,DT,O
14253,festival,NN,O
14254,of,IN,O
14255,harvest,NN,O
14256,which,WDT,O
14257,is,VBZ,O
14258,celebrated,VBN,O
14259,to,TO,O
14260,thank,VB,O
14261,the,DT,O
14262,god,NN,O
14263,almighty,NN,O
14264,for,IN,O
14265,the,DT,O
14266,good,JJ,O
14267,harvest,NN,O
14268,.,.,O
14269, ,VB,O
14270,The,DT,O
14271,main,JJ,O
14272,attraction,NN,O
14273,is,VBZ,O
14274,the,DT,O
14275,Bull,NNP,O
14276,race,NN,O
14277,",",",",O
14278,which,WDT,O
14279,attracts,VBZ,O
14280,people,NNS,O
14281,from,IN,O
14282,surrounding,VBG,O
14283,towns,NNS,O
14284,and,CC,O
14285,villages,NNS,O
14286,.,.,O
14287, ,VB,O
14288,-DOCSTART-,JJ,O
14289, ,PDT,O
14290,The,DT,O
14291,Bangladesh,NNP,I-ORG
14292,Scouts,NNP,I-ORG
14293,are,VBP,O
14294,the,DT,O
14295,national,JJ,O
14296,Scouting,NNP,O
14297,organization,NN,O
14298,of,IN,O
14299,Bangladesh,NNP,I-LOC
14300,.,.,O
14301, ,NN,O
14302,Scouting,NNP,O
14303,was,VBD,O
14304,founded,VBN,O
14305,in,IN,O
14306,Bangladesh,NNP,I-LOC
14307,as,IN,O
14308,part,NN,O
14309,of,IN,O
14310,the,DT,O
14311,British,JJ,I-MISC
14312,Indian,JJ,I-MISC
14313,branch,NN,O
14314,of,IN,O
14315,The,DT,I-ORG
14316,Scout,NNP,I-ORG
14317,Association,NNP,I-ORG
14318,",",",",O
14319,and,CC,O
14320,continued,VBD,O
14321,as,IN,O
14322,part,NN,O
14323,of,IN,O
14324,the,DT,O
14325,Pakistan,NNP,I-ORG
14326,Boy,NNP,I-ORG
14327,Scouts,NNP,I-ORG
14328,Association,NNP,I-ORG
14329,until,IN,O
14330,the,DT,O
14331,country,NN,O
14332,'s,POS,O
14333,divided,JJ,O
14334,sections,NNS,O
14335,split,NN,O
14336,in,IN,O
14337,1971,CD,O
14338,during,IN,O
14339,the,DT,O
14340,Bangladesh,NNP,I-MISC
14341,Liberation,NNP,I-MISC
14342,War,NNP,I-MISC
14343,.,.,O
14344, ,NN,O
14345,Following,VBG,O
14346,its,PRP$,O
14347,independence,NN,O
14348,",",",",O
14349,Bangladesh,NNP,I-LOC
14350,became,VBD,O
14351,an,DT,O
14352,independent,JJ,O
14353,member,NN,O
14354,of,IN,O
14355,the,DT,O
14356,World,NNP,I-ORG
14357,Organization,NNP,I-ORG
14358,of,IN,I-ORG
14359,the,DT,I-ORG
14360,Scout,NNP,I-ORG
14361,Movement,NNP,I-ORG
14362,in,IN,O
14363,1974,CD,O
14364,.,.,O
14365, ,VB,O
14366,The,DT,O
14367,organization,NN,O
14368,has,VBZ,O
14369,"721,635",CD,O
14370,members,NNS,O
14371,as,IN,O
14372,of,IN,O
14373,2004,CD,O
14374,.,.,O
14375, ,NN,O
14376,During,IN,O
14377,the,DT,O
14378,Bangladesh,NNP,I-MISC
14379,Liberation,NNP,I-MISC
14380,War,NNP,I-MISC
14381,",",",",O
14382,in,IN,O
14383,April,NNP,O
14384,1971,CD,O
14385,",",",",O
14386,members,NNS,O
14387,of,IN,O
14388,the,DT,O
14389,Bangladesh,NNP,I-ORG
14390,Boy,NNP,I-ORG
14391,Scout,NNP,I-ORG
14392,Association,NNP,I-ORG
14393,volunteered,VBD,O
14394,to,TO,O
14395,carry,VB,O
14396,the,DT,O
14397,mail,NN,O
14398,from,IN,O
14399,the,DT,O
14400,Bangladesh,NNP,I-ORG
14401,Army,NNP,I-ORG
14402,field,NN,O
14403,post,NN,O
14404,offices,NNS,O
14405,to,TO,O
14406,the,DT,O
14407,nearest,JJS,O
14408,Post,NN,O
14409,Office,NNP,O
14410,in,IN,O
14411,India,NNP,I-LOC
14412,.,.,O
14413, ,NN,O
14414,Scouting,NNP,O
14415,has,VBZ,O
14416,grown,VBN,O
14417,over,IN,O
14418,the,DT,O
14419,years,NNS,O
14420,in,IN,O
14421,the,DT,O
14422,face,NN,O
14423,of,IN,O
14424,considerable,JJ,O
14425,difficulties,NNS,O
14426,.,.,O
14427, ,NN,O
14428,Scouts,NNP,O
14429,are,VBP,O
14430,involved,VBN,O
14431,in,IN,O
14432,community,NN,O
14433,service,NN,O
14434,",",",",O
14435,major,JJ,O
14436,areas,NNS,O
14437,being,VBG,O
14438,agriculture,NN,O
14439,",",",",O
14440,health,NN,O
14441,and,CC,O
14442,sanitation,NN,O
14443,",",",",O
14444,child,NN,O
14445,welfare,NN,O
14446,",",",",O
14447,community,NN,O
14448,development,NN,O
14449,",",",",O
14450,construction,NN,O
14451,and,CC,O
14452,repair,NN,O
14453,of,IN,O
14454,low,JJ,O
14455,cost,NN,O
14456,housing,NN,O
14457,and,CC,O
14458,sports,NNS,O
14459,.,.,O
14460, ,NN,O
14461,During,IN,O
14462,national,JJ,O
14463,disasters,NNS,O
14464,",",",",O
14465,such,JJ,O
14466,as,IN,O
14467,the,DT,O
14468,many,JJ,O
14469,floods,NNS,O
14470,that,IN,O
14471,strike,NN,O
14472,Bangladesh,NNP,I-LOC
14473,",",",",O
14474,Scouts,NNP,O
14475,are,VBP,O
14476,called,VBN,O
14477,to,TO,O
14478,help,VB,O
14479,with,IN,O
14480,flood,NN,O
14481,control,NN,O
14482,",",",",O
14483,relocation,NN,O
14484,of,IN,O
14485,citizens,NNS,O
14486,and,CC,O
14487,organizing,VBG,O
14488,shelters,NNS,O
14489,.,.,O
14490, ,JJ,O
14491,Membership,NNP,O
14492,is,VBZ,O
14493,open,JJ,O
14494,to,TO,O
14495,youth,VB,O
14496,between,IN,O
14497,6,CD,O
14498,and,CC,O
14499,25,CD,O
14500,years,NNS,O
14501,of,IN,O
14502,age,NN,O
14503,",",",",O
14504,regardless,RB,O
14505,of,IN,O
14506,caste,NN,O
14507,",",",",O
14508,creed,NN,O
14509,or,CC,O
14510,color,NN,O
14511,.,.,O
14512, ,VB,O
14513,The,DT,O
14514,Scouts,NNP,O
14515,receive,NN,O
14516,strong,JJ,O
14517,support,NN,O
14518,from,IN,O
14519,the,DT,O
14520,government,NN,O
14521,",",",",O
14522,which,WDT,O
14523,recognized,VBD,O
14524,Scouting,NNP,O
14525,'s,POS,O
14526,value,NN,O
14527,in,IN,O
14528,citizenship,JJ,O
14529,training,NN,O
14530,.,.,O
14531, ,$,O
14532,1,CD,O
14533,.,.,O
14534, ,VB,O
14535,2,CD,O
14536,.,.,O
14537, ,VB,O
14538,3,CD,O
14539,.,.,O
14540, ,VB,O
14541,4,CD,O
14542,.,.,O
14543, ,VB,O
14544,5,CD,O
14545,.,.,O
14546, ,VB,O
14547,6,CD,O
14548,.,.,O
14549, ,VB,O
14550,7,CD,O
14551,.,.,O
14552, ,VB,O
14553,The,DT,O
14554,Scout,NNP,O
14555,Motto,NNP,O
14556,is,VBZ,O
14557,Sebar,NNP,O
14558,jannoa,NN,O
14559,sada,NN,O
14560,prastut,NN,O
14561,thakte,NN,O
14562,jathasadhya,NN,O
14563,chesta,NN,O
14564,kara,NN,O
14565,",",",",O
14566,meaning,VBG,O
14567,"""",NNS,O
14568,Do,VB,O
14569,your,PRP$,O
14570,best,JJS,O
14571,to,TO,O
14572,be,VB,O
14573,prepared,VBN,O
14574,for,IN,O
14575,service,NN,O
14576,.,.,O
14577,"""",CC,O
14578, ,VBD,O
14579,The,DT,O
14580,National,NNP,I-LOC
14581,Training,NNP,I-LOC
14582,Centre,NNP,I-LOC
14583,is,VBZ,O
14584,at,IN,O
14585,Mouchak,NNP,I-LOC
14586,",",",",O
14587,Gazipur,NNP,I-LOC
14588,.,.,O
14589, ,VB,O
14590,It,PRP,O
14591,includes,VBZ,O
14592,a,DT,O
14593,Scout,NNP,O
14594,Museum,NNP,O
14595,inaugurated,VBD,O
14596,in,IN,O
14597,November,NNP,O
14598,2007,CD,O
14599,.,.,O
14600, ,VB,O
14601,In,IN,O
14602,addition,NN,O
14603,",",",",O
14604,there,EX,O
14605,are,VBP,O
14606,American,JJ,I-ORG
14607,Boy,NNP,I-ORG
14608,Scouts,NNP,I-ORG
14609,in,IN,O
14610,Dhaka,NNP,I-LOC
14611,",",",",O
14612,linked,VBD,O
14613,to,TO,O
14614,the,DT,O
14615,Direct,NNP,O
14616,Service,NNP,O
14617,branch,NN,O
14618,of,IN,O
14619,the,DT,O
14620,Boy,NNP,I-ORG
14621,Scouts,NNP,I-ORG
14622,of,IN,I-ORG
14623,America,NNP,I-ORG
14624,",",",",O
14625,which,WDT,O
14626,supports,VBZ,O
14627,units,NNS,O
14628,around,IN,O
14629,the,DT,O
14630,world,NN,O
14631,.,.,O
14632, ,JJ,O
14633,-DOCSTART-,NNP,O
14634, ,NNP,O
14635,Bank,NNP,I-LOC
14636,Hey,NNP,I-LOC
14637,(,(,O
14638,also,RB,O
14639,Sunnybower,NNP,I-LOC
14640,or,CC,O
14641,Sunny,NNP,I-LOC
14642,Bower,NNP,I-LOC
14643,),),O
14644,is,VBZ,O
14645,a,DT,O
14646,suburb,NN,O
14647,of,IN,O
14648,Blackburn,NNP,I-LOC
14649,",",",",O
14650,Lancashire,NNP,I-LOC
14651,",",",",O
14652,England,NNP,I-LOC
14653,.,.,O
14654, ,VB,O
14655,It,PRP,O
14656,is,VBZ,O
14657,located,VBN,O
14658,to,TO,O
14659,the,DT,O
14660,east,NN,O
14661,of,IN,O
14662,the,DT,O
14663,town,NN,O
14664,",",",",O
14665,north,NN,O
14666,of,IN,O
14667,Whitebirk,NNP,I-LOC
14668,and,CC,O
14669,near,IN,O
14670,the,DT,O
14671,boundary,NN,O
14672,with,IN,O
14673,Hyndburn,NNP,I-LOC
14674,.,.,O
14675, ,VB,O
14676,-DOCSTART-,JJ,O
14677, ,PDT,O
14678,The,DT,O
14679,Battle,NNP,I-MISC
14680,of,IN,I-MISC
14681,Hulao,NNP,I-MISC
14682,(,(,O
14683,虎牢之戰,NNP,O
14684,),),O
14685,of,IN,O
14686,28,CD,O
14687,May,NNP,O
14688,621,CD,O
14689,",",",",O
14690,located,VBN,O
14691,just,RB,O
14692,east,NN,O
14693,of,IN,O
14694,Luoyang,NNP,I-LOC
14695,",",",",O
14696,was,VBD,O
14697,a,DT,O
14698,decisive,JJ,O
14699,victory,NN,O
14700,for,IN,O
14701,Li,NNP,I-PER
14702,Shimin,NNP,I-PER
14703,",",",",O
14704,through,IN,O
14705,which,WDT,O
14706,he,PRP,O
14707,was,VBD,O
14708,able,JJ,O
14709,to,TO,O
14710,subdue,VB,O
14711,two,CD,O
14712,warlords,NNS,O
14713,",",",",O
14714,Dou,NNP,I-PER
14715,Jiande,NNP,I-PER
14716,and,CC,O
14717,Wang,NNP,I-PER
